item,pid,text,label,cell,time,year,ai_topic,prob_split,pred_split,correct_split,prob_tr,pred_tr,correct_tr
12,2,The digital divide has affected US education.,1,past_known,past,0,False,0.4642516263043306,0,0,0.5214319018117819,1,1
12,3,Access disparities to technology have influenced US educational outcomes.,1,past_known,past,0,False,0.5298874302870628,1,1,0.6698207029121733,1,1
12,4,Differential tech access between US students has impacted opportunity.,1,past_known,past,0,False,0.4466995875218676,0,0,0.46057464712488566,0,0
12,5,US educational opportunity has been shaped by uneven digital access.,1,past_known,past,0,False,0.39524493588599546,0,0,0.5454321997362361,1,1
13,0,"Kahoot, Quizlet, and similar gamified review tools became widely used in K-12 by the late 2010s.",1,past_known,past,0,False,0.5046442725420304,1,1,0.44190482453787533,0,0
13,1,"By the late 2010s, Kahoot/Quizlet were common in K-12 classrooms.",1,past_known,past,0,False,0.4493268604289245,0,0,0.41465329458889044,0,0
13,2,Late-2010s K-12 saw widespread adoption of gamified review apps.,1,past_known,past,0,False,0.60913539432763,1,1,0.527324369556794,1,1
13,3,Gamified study tools like Kahoot were commonplace in late-2010s K-12.,1,past_known,past,0,False,0.5054015374821712,1,1,0.40063960773142493,0,0
13,4,"By the late 2010s, K-12 teachers widely used apps like Kahoot and Quizlet.",1,past_known,past,0,False,0.5320311076085767,1,1,0.41862277028359446,0,0
13,5,"Use of Kahoot, Quizlet etc. was widespread in late-2010s K-12 classrooms.",1,past_known,past,0,False,0.7060481075490065,1,1,0.633802332409408,1,1
14,0,COVID-19 school closures in 2020-21 produced learning losses in math and reading for K-12 students in many countries.,1,past_known,past,2020,False,0.44138029836637105,0,0,0.46284282372701935,0,0
14,1,K-12 students experienced learning losses during 2020-21 COVID closures.,1,past_known,past,2020,False,0.32639052783978867,0,0,0.3718418514718442,0,0
14,2,Math and reading scores fell for K-12 students after pandemic closures.,1,past_known,past,0,False,0.5711985310570213,1,1,0.4707849045762288,0,0
14,3,Pandemic-era school closures led to learning losses in K-12.,1,past_known,past,0,False,0.32826568129833483,0,0,0.4522061920323342,0,0
14,4,Math and reading achievement dropped after 2020-21 school closures.,1,past_known,past,2020,False,0.5028955955927675,1,1,0.4276848713012772,0,0
14,5,Learning losses during the pandemic occurred across countries.,1,past_known,past,0,False,0.3406643782709527,0,0,0.37198643118154334,0,0
15,0,The Mozart Effect — that listening to Mozart raises general intelligence — was not replicated and is not a robust finding.,1,past_known,past,0,False,0.6240064613314379,1,1,0.4079230012949546,0,0
15,1,Listening to Mozart does not robustly raise general intelligence.,1,past_known,past,0,False,0.6501308785012025,1,1,0.48391373895291806,0,0
15,2,The Mozart Effect on intelligence has failed to replicate.,1,past_known,past,0,False,0.5546271822516987,1,1,0.5344420695198538,1,1
15,3,There is no robust evidence that Mozart raises IQ.,1,past_known,past,0,False,0.5324554564941605,1,1,0.46580487795361875,0,0
15,4,The Mozart Effect is not real for general intelligence.,1,past_known,past,0,False,0.6701225182685883,1,1,0.4734966480661057,0,0
15,5,Claims of an intelligence boost from Mozart have not held up under replication.,1,past_known,past,0,False,0.5133327365239062,1,1,0.47667512613999596,0,0
16,0,"Khan Academy, founded in 2008, became one of the most widely used free online learning platforms by the late 2010s.",1,past_known,past,2008,False,0.5792628577856437,1,1,0.5344661634015441,1,1
16,1,"By the late 2010s, Khan Academy was among the largest free learning platforms.",1,past_known,past,0,False,0.5432823501175574,1,1,0.4366310864326208,0,0
16,2,Khan Academy was widely used as a free learning resource by late-2010s.,1,past_known,past,0,False,0.586484784767899,1,1,0.5465864877225836,1,1
16,3,"Founded in 2008, Khan Academy grew into a leading free online learning site.",1,past_known,past,2008,False,0.48475867588507865,0,0,0.511142019365994,1,1
16,4,Late-2010s saw Khan Academy as a top free educational platform.,1,past_known,past,0,False,0.5747859498755953,1,1,0.5708308178612016,1,1
16,5,Khan Academy reached massive scale as a free learning platform by the late 2010s.,1,past_known,past,0,False,0.4766453318984944,0,0,0.3782977341789944,0,0
17,0,Direct instruction generally outperforms pure discovery learning for novice learners.,1,past_known,past,0,False,0.5360277805064362,1,1,0.4912668439747203,0,0
17,1,"For novices, direct instruction beats unguided discovery learning.",1,past_known,past,0,False,0.4725113524895311,0,0,0.47418528059826076,0,0
17,2,Novice learners do better with explicit instruction than pure discovery.,1,past_known,past,0,False,0.47941745916205397,0,0,0.34412555307954146,0,0
17,3,Pure discovery learning is less effective than direct instruction for beginners.,1,past_known,past,0,False,0.5876854041290157,1,1,0.45170625178148277,0,0
17,4,Beginners benefit more from direct instruction than from discovery learning.,1,past_known,past,0,False,0.26124054024497084,0,0,0.36730030560923155,0,0
17,5,Explicit teaching outperforms unguided discovery for those new to a domain.,1,past_known,past,0,False,0.6383672854239648,1,1,0.5957017099067151,1,1
18,0,Anki and other spaced-repetition flashcard apps are effective for vocabulary acquisition.,1,past_known,past,0,False,0.6349917115517743,1,1,0.5752697634309513,1,1
18,1,SRS apps like Anki effectively support vocabulary learning.,1,past_known,past,0,False,0.43560145494604025,0,0,0.4157004913630558,0,0
18,2,Vocabulary learning is well-supported by spaced-repetition flashcard apps.,1,past_known,past,0,False,0.4843683126113962,0,0,0.36365539842796263,0,0
18,3,Apps like Anki produce gains in vocabulary acquisition.,1,past_known,past,0,False,0.4100668909882061,0,0,0.44423288268529915,0,0
18,4,Spaced-repetition software is effective for learning vocabulary.,1,past_known,past,0,False,0.6412172226066394,1,1,0.582952060321469,1,1
18,5,Anki-style flashcard apps reliably aid vocabulary memorization.,1,past_known,past,0,False,0.4311546196230057,0,0,0.5004244965928739,1,1
19,0,Plagiarism-detection software (e.g. Turnitin) was widely adopted in US higher education by the 2010s.,1,past_known,past,0,False,0.6614109411140344,1,1,0.6067449004933252,1,1
19,1,"By the 2010s, US universities had widely adopted plagiarism detectors.",1,past_known,past,0,False,0.5683389860592726,1,1,0.48493377830490164,0,0
19,2,Tools like Turnitin were standard in 2010s US higher-ed.,1,past_known,past,0,False,0.5869034328076678,1,1,0.5865838085154712,1,1
19,3,Plagiarism-detection software was commonplace in 2010s US universities.,1,past_known,past,0,False,0.6458275040422704,1,1,0.5861293976218122,1,1
19,4,US higher-ed widely used plagiarism detection by the 2010s.,1,past_known,past,0,False,0.6565454540241795,1,1,0.631042104153975,1,1
19,5,Adoption of Turnitin-like tools was the norm in 2010s US higher-ed.,1,past_known,past,0,False,0.6416045261029407,1,1,0.559040813575772,1,1
20,0,Computer-administered standardized tests produce scores comparable to paper versions for most subjects.,1,past_known,past,0,False,0.6790183866044638,1,1,0.5950832832569897,1,1
20,1,Computer-based standardized tests give comparable scores to paper tests.,1,past_known,past,0,False,0.6453027259427013,1,1,0.5984475020924315,1,1
20,2,"Across most subjects, paper and computer test scores are similar.",1,past_known,past,0,False,0.6227470501893533,1,1,0.48195755185966255,0,0
20,3,Paper and computer tests yield equivalent scores.,1,past_known,past,0,False,0.5744353941467178,1,1,0.5276297290038715,1,1
20,4,Standardized scores transfer well between paper and computer formats.,1,past_known,past,0,False,0.6267889933733846,1,1,0.5375583385607448,1,1
20,5,Computer testing produces results similar to paper for most standardized tests.,1,past_known,past,0,False,0.7341726163208206,1,1,0.6533907341442703,1,1
21,0,Children's heavy screen time before age 2 is associated with negative cognitive and language outcomes.,1,past_known,past,0,False,0.48269342332195064,0,0,0.3732507466447416,0,0
21,1,Screen exposure under age 2 correlates with cognitive/language deficits.,1,past_known,past,0,False,0.43307070133561604,0,0,0.39204225257266617,0,0
21,2,Heavy early-childhood screen time has been linked to worse language outcomes.,1,past_known,past,0,False,0.4297827107998125,0,0,0.5337594899359432,1,1
21,3,Screen use before age 2 correlates with adverse cognitive development.,1,past_known,past,0,False,0.550928475712584,1,1,0.5263357243424486,1,1
21,4,Under-2 screen time is negatively associated with development.,1,past_known,past,0,False,0.6476944501974039,1,1,0.3891540229433806,0,0
21,5,High screen exposure under 2 hurts language development.,1,past_known,past,0,False,0.43689602133106015,0,0,0.4585273829720689,0,0
22,0,The Plato system (1960s-70s) achieved large-scale computer-aided instruction.,1,past_known,past,0,False,0.44027287603031595,0,0,0.4163125742190357,0,0
22,1,The Plato system showed that large-scale computer-aided instruction was feasible.,1,past_known,past,0,False,0.5183046588776697,1,1,0.4163125742190357,0,0
22,2,Plato demonstrated the technical viability of widespread CAI in the 1960s-70s.,1,past_known,past,0,False,0.5390990312175866,1,1,0.4650506494230502,0,0
22,3,Large-scale computer-based education was shown feasible by the Plato system.,1,past_known,past,0,False,0.561668626582803,1,1,0.5336383719437993,1,1
22,4,Plato established that scalable CAI was technically possible.,1,past_known,past,0,False,0.523059122063217,1,1,0.5004244965928739,1,1
22,5,The Plato project achieved large-scale CAI in the 1960s-70s.,1,past_known,past,0,False,0.41991127795577265,0,0,0.39103128358891986,0,0
23,0,Distance education by mail (correspondence courses) existed and reached many learners well before the internet era.,1,past_known,past,0,False,0.568741523085424,1,1,0.47632628458919624,0,0
23,1,Correspondence courses by mail predated internet-era distance learning.,1,past_known,past,0,False,0.5185183365499494,1,1,0.45539435669234035,0,0
23,2,Mail-based distance education served many learners before the internet.,1,past_known,past,0,False,0.5345386272293531,1,1,0.5466926799090727,1,1
23,3,Pre-internet distance education was delivered through correspondence courses.,1,past_known,past,0,False,0.6722654118298127,1,1,0.6704105845531133,1,1
23,4,Distance learning by post served large numbers prior to the internet age.,1,past_known,past,0,False,0.5445327435756642,1,1,0.4680188374979435,0,0
23,5,"Long before the internet, correspondence courses provided distance education.",1,past_known,past,0,False,0.5873808202458415,1,1,0.5437638735716351,1,1
24,0,ChatGPT (released November 2022) was rapidly adopted by college students for assignments within months.,1,past_known,past,2022,True,0.6784785204317718,1,1,0.6944619953100422,1,1
24,1,College students adopted ChatGPT for assignments within months of its release.,1,past_known,past,0,True,0.6809172775909702,1,1,0.7178511323624571,1,1
24,2,"After November 2022, ChatGPT use spread quickly through college coursework.",1,past_known,past,2022,True,0.7812258828602605,1,1,0.812519564995821,1,1
24,3,"Within months of release, ChatGPT was widely used by undergraduates for schoolwork.",1,past_known,past,0,True,0.7546842258727218,1,1,0.6832835251130001,1,1
24,4,College students rapidly began using ChatGPT for assignments after its launch.,1,past_known,past,0,True,0.6794707226314732,1,1,0.7151174998796898,1,1
24,5,ChatGPT saw fast adoption for academic use among college students post-release.,1,past_known,past,0,True,0.7534791714676705,1,1,0.7725214379887022,1,1
25,0,1980s computer-aided instruction produced lasting gains in long-term student outcomes.,0,past_unknown,past,0,False,0.3961796408914059,0,1,0.50206872584965,1,0
25,1,CAI from the 1980s led to durable improvements in long-run student outcomes.,0,past_unknown,past,0,False,0.5453090492827217,1,0,0.5329109932601004,1,0
25,2,Long-term outcome gains from 1980s computer-assisted learning are well-established.,0,past_unknown,past,0,False,0.3607572279981559,0,1,0.4635365399423292,0,1
25,3,Evidence shows 1980s CAI had persistent long-term benefits for students.,0,past_unknown,past,0,False,0.519575837924661,1,0,0.5873159717983193,1,0
25,4,1980s computer-based instruction reliably improved students' later-life outcomes.,0,past_unknown,past,0,False,0.4477653073784546,0,1,0.5002766361205102,1,0
25,5,Research confirms enduring long-term outcome gains from 1980s CAI programs.,0,past_unknown,past,0,False,0.3386211576558161,0,1,0.4741157329501554,0,1
26,0,Interactive whiteboards in 2000s classrooms improved learning outcomes more than equivalent non-digital displays.,0,past_unknown,past,0,False,0.3378518239825325,0,1,0.44901033111174343,0,1
26,1,IWBs in the 2000s outperformed non-digital alternatives on learning outcomes.,0,past_unknown,past,0,False,0.3796472323590539,0,1,0.41174215239594775,0,1
26,2,2000s interactive whiteboards yielded better outcomes than analog displays.,0,past_unknown,past,0,False,0.3995255445623121,0,1,0.40677620854392127,0,1
26,3,Smartboards delivered superior learning gains versus traditional displays in the 2000s.,0,past_unknown,past,0,False,0.3707034017704946,0,1,0.3785588315997816,0,1
26,4,Interactive whiteboards beat non-digital equivalents for learning in the 2000s.,0,past_unknown,past,0,False,0.4802583166323733,0,1,0.44022366000589064,0,1
26,5,Evidence shows 2000s IWBs caused larger learning gains than non-digital displays.,0,past_unknown,past,0,False,0.3015552187035773,0,1,0.4179707459526592,0,1
27,0,The 'flipped classroom' model produces consistent positive learning gains over traditional lectures.,0,past_unknown,past,0,False,0.27558547727655125,0,1,0.35243049810191734,0,1
27,1,Flipped classrooms reliably outperform traditional lectures.,0,past_unknown,past,0,False,0.4819374078252389,0,1,0.4799040370559178,0,1
27,2,The flipped classroom model has consistent positive effects vs. lectures.,0,past_unknown,past,0,False,0.45352911139765284,0,1,0.37153262450308094,0,1
27,3,Evidence supports flipped classrooms producing better outcomes than lectures.,0,past_unknown,past,0,False,0.44108552547423213,0,1,0.4980784598902815,0,1
27,4,"Compared to traditional lectures, flipped classrooms reliably improve learning.",0,past_unknown,past,0,False,0.4620859145115542,0,1,0.5367024833111826,1,0
27,5,"Across studies, the flipped classroom shows steady gains over lectures.",0,past_unknown,past,0,False,0.37232208955044455,0,1,0.3652021814013918,0,1
28,0,Mueller and Oppenheimer's 2014 finding that handwritten notes outperform laptop notes for conceptual learning has been broadly replicated.,0,past_unknown,past,2014,False,0.5316770028052876,1,0,0.4996623521009439,0,1
28,1,The 'pen beats keyboard for notes' result of Mueller & Oppenheimer has been replicated.,0,past_unknown,past,0,False,0.6025008058100175,1,0,0.5160955606473366,1,0
28,2,Handwritten note-taking has been confirmed as better than typing for conceptual learning.,0,past_unknown,past,0,False,0.5351194005450033,1,0,0.5191714988621731,1,0
28,3,Replications have supported the laptop-note disadvantage from Mueller & Oppenheimer.,0,past_unknown,past,0,False,0.49264142254825427,0,1,0.4692518405818789,0,1
28,4,The 2014 finding that handwriting beats typing for notes has held up in replication.,0,past_unknown,past,2014,False,0.6905596206202351,1,0,0.49968507277128776,0,1
28,5,Empirical replications confirm handwritten notes outperform typed notes conceptually.,0,past_unknown,past,0,False,0.47355912329192124,0,1,0.46033950686116615,0,1
29,0,1:1 device programs in K-12 schools have produced meaningful improvements in learning outcomes.,0,past_unknown,past,0,False,0.28795162796634344,0,1,0.45113885622017497,0,1
29,1,1:1 K-12 device programs have meaningfully improved student learning.,0,past_unknown,past,0,False,0.301089160688134,0,1,0.5513691264824356,1,0
29,2,Giving every K-12 student a device has yielded substantive learning gains.,0,past_unknown,past,0,False,0.3600827264680796,0,1,0.46124719887692006,0,1
29,3,K-12 1:1 device rollouts have shown meaningful achievement gains.,0,past_unknown,past,0,False,0.3122078939381259,0,1,0.432287766584972,0,1
29,4,Outcomes from K-12 one-device-per-student programs include real learning gains.,0,past_unknown,past,0,False,0.40699276554426705,0,1,0.5355359712548133,1,0
29,5,Research finds substantive learning improvements from 1:1 device programs.,0,past_unknown,past,0,False,0.38238154668637064,0,1,0.46852420736064987,0,1
30,0,Educational video games consistently improve transferable problem-solving skills.,0,past_unknown,past,0,False,0.4884560694298689,0,1,0.560892170473916,1,0
30,1,Video games used in education reliably build transferable problem-solving.,0,past_unknown,past,0,False,0.6002490090927738,1,0,0.5944802716020212,1,0
30,2,Educational gaming consistently produces transferable cognitive skill gains.,0,past_unknown,past,0,False,0.3743990369023142,0,1,0.5077378876869287,1,0
30,3,Problem-solving skills transfer reliably from educational video games.,0,past_unknown,past,0,False,0.4775484223894727,0,1,0.5071503115806207,1,0
30,4,Game-based learning consistently builds general problem-solving ability.,0,past_unknown,past,0,False,0.34938123059693893,0,1,0.47899049132803945,0,1
30,5,Educational video games dependably yield transferable problem-solving gains.,0,past_unknown,past,0,False,0.43479802827145053,0,1,0.5077378876869287,1,0
31,0,Carol Dweck's growth-mindset interventions produce robust academic improvements at the effect sizes originally reported.,0,past_unknown,past,0,False,0.5586388452461628,1,0,0.4954912678622343,0,1
31,1,Growth-mindset interventions reliably yield the academic gains originally claimed.,0,past_unknown,past,0,False,0.5088665861927726,1,0,0.45261137015116015,0,1
31,2,Effect sizes for growth-mindset interventions match the originally reported magnitudes.,0,past_unknown,past,0,False,0.7482670129155244,1,0,0.5483725005493955,1,0
31,3,Dweck-style mindset interventions consistently produce robust academic improvements.,0,past_unknown,past,0,False,0.482889966941089,0,1,0.49843545335834244,0,1
31,4,Growth-mindset programs robustly improve academics at originally-reported effect sizes.,0,past_unknown,past,0,False,0.46350392858976447,0,1,0.5640431886456508,1,0
31,5,Studies confirm growth-mindset interventions produce robust gains as originally found.,0,past_unknown,past,0,False,0.42807387025087923,0,1,0.45871576191830093,0,1
32,0,Adaptive learning systems in higher education close achievement gaps to a meaningful degree.,0,past_unknown,past,0,False,0.37632250147436686,0,1,0.5652524820155086,1,0
32,1,Higher-ed adaptive learning meaningfully closes achievement gaps.,0,past_unknown,past,0,False,0.32261772254465804,0,1,0.5140265341147046,1,0
32,2,Adaptive systems in college have substantially narrowed achievement disparities.,0,past_unknown,past,0,False,0.4423235629036437,0,1,0.5985237105513284,1,0
32,3,Adaptive learning in higher education reliably reduces achievement gaps.,0,past_unknown,past,0,False,0.3757592897878668,0,1,0.512076780699556,1,0
32,4,College-level adaptive systems demonstrably close gaps in achievement.,0,past_unknown,past,0,False,0.4301862570123738,0,1,0.5452411406075792,1,0
32,5,Adaptive learning platforms substantially shrink achievement gaps in higher ed.,0,past_unknown,past,0,False,0.3559888055851459,0,1,0.5529047592899444,1,0
33,0,Pre-pandemic VR in classrooms produced durable learning gains over equivalent non-VR instruction.,0,past_unknown,past,0,True,0.2683324454226476,0,1,0.38185657953037005,0,1
33,1,Pre-2020 classroom VR yielded durable learning gains beyond non-VR instruction.,0,past_unknown,past,2020,True,0.27641464329996346,0,1,0.3686740427162481,0,1
33,2,VR in classrooms before 2020 produced lasting outcomes superior to non-VR teaching.,0,past_unknown,past,2020,True,0.45807751284029297,0,1,0.48228345368648273,0,1
33,3,Classroom VR before the pandemic showed durable learning advantages.,0,past_unknown,past,0,True,0.4533392886757895,0,1,0.37198643118154334,0,1
33,4,Lasting learning gains from pre-pandemic classroom VR have been demonstrated.,0,past_unknown,past,0,True,0.30968554092445694,0,1,0.479015673417789,0,1
33,5,VR instruction pre-2020 produced durable gains beyond conventional methods.,0,past_unknown,past,2020,True,0.3677751926599938,0,1,0.423920925590271,0,1
