layer,pos,p2f_train,p2f_test,f2p_train,f2p_test
21,0,1.0,0.5666666666666667,1.0,0.5466666666666666
21,1,1.0,0.4766666666666667,1.0,0.5
21,2,1.0,0.8233333333333334,1.0,0.69
21,3,1.0,0.76,1.0,0.6233333333333333
21,4,1.0,0.7366666666666667,1.0,0.63
22,0,1.0,0.5066666666666667,1.0,0.5533333333333333
22,1,1.0,0.55,1.0,0.49666666666666665
22,2,1.0,0.5233333333333333,1.0,0.5566666666666666
22,3,1.0,0.7233333333333334,1.0,0.6133333333333333
22,4,1.0,0.73,1.0,0.6933333333333334
23,0,1.0,0.5933333333333334,1.0,0.56
23,1,1.0,0.54,1.0,0.5466666666666666
23,2,1.0,0.79,1.0,0.6766666666666666
23,3,1.0,0.6966666666666667,1.0,0.6933333333333334
23,4,1.0,0.74,1.0,0.6166666666666667
24,0,1.0,0.5133333333333333,1.0,0.5066666666666667
24,1,1.0,0.6633333333333333,1.0,0.58
24,2,1.0,0.78,1.0,0.7666666666666667
24,3,1.0,0.73,1.0,0.7066666666666667
24,4,1.0,0.6733333333333333,1.0,0.6366666666666667
25,0,1.0,0.63,1.0,0.5366666666666666
25,1,1.0,0.5533333333333333,1.0,0.58
25,2,1.0,0.77,1.0,0.71
25,3,1.0,0.6633333333333333,1.0,0.6033333333333334
25,4,1.0,0.75,1.0,0.6833333333333333
