layer,pos,split_train,split_test
24,1,1.0,0.9916666666666667
24,2,1.0,0.975
24,3,1.0,0.9833333333333333
24,4,1.0,0.9916666666666667
25,0,1.0,0.975
25,1,1.0,0.9916666666666667
25,2,1.0,0.975
25,3,1.0,0.9833333333333333
25,4,1.0,1.0
26,0,1.0,0.9666666666666667
26,1,1.0,1.0
26,2,1.0,0.975
26,3,1.0,0.9666666666666667
26,4,1.0,0.9916666666666667
27,0,1.0,0.9583333333333334
27,1,1.0,1.0
27,2,1.0,0.975
27,3,1.0,0.9666666666666667
27,4,1.0,0.9833333333333333
28,0,1.0,0.95
28,1,1.0,1.0
28,2,1.0,0.9666666666666667
28,3,1.0,0.9666666666666667
28,4,1.0,0.975
29,0,1.0,0.9583333333333334
29,1,1.0,0.9916666666666667
29,2,1.0,0.9833333333333333
29,3,1.0,0.9583333333333334
29,4,1.0,0.9666666666666667
30,0,1.0,0.95
30,1,1.0,0.9833333333333333
30,2,1.0,0.9833333333333333
30,3,1.0,0.9583333333333334
30,4,1.0,0.975
31,0,1.0,0.9416666666666667
31,1,1.0,0.9833333333333333
31,2,1.0,0.9833333333333333
31,3,1.0,0.9666666666666667
31,4,1.0,0.975
32,0,1.0,0.9416666666666667
32,1,1.0,0.9833333333333333
32,2,1.0,0.9833333333333333
32,3,1.0,0.9666666666666667
32,4,1.0,0.975
33,0,1.0,0.9333333333333333
33,1,1.0,0.9833333333333333
33,2,1.0,0.9833333333333333
33,3,1.0,0.975
33,4,1.0,0.975
34,0,1.0,0.9333333333333333
34,1,1.0,0.9833333333333333
34,2,1.0,0.9833333333333333
34,3,1.0,0.975
34,4,1.0,0.975
35,0,1.0,0.925
35,1,1.0,0.9833333333333333
35,2,1.0,0.9833333333333333
35,3,1.0,0.975
35,4,1.0,0.975
36,0,1.0,0.9166666666666666
36,1,1.0,0.9916666666666667
36,2,1.0,0.9916666666666667
36,3,1.0,0.975
36,4,1.0,0.975
37,0,1.0,0.9166666666666666
37,1,1.0,0.9916666666666667
37,2,1.0,0.9916666666666667
37,3,1.0,0.975
37,4,1.0,0.9833333333333333
38,0,1.0,0.9333333333333333
38,1,1.0,0.9833333333333333
38,2,1.0,0.9833333333333333
38,3,1.0,0.975
38,4,1.0,0.9833333333333333
39,0,1.0,0.9416666666666667
39,1,1.0,0.9833333333333333
39,2,1.0,0.975
39,3,1.0,0.975
39,4,1.0,0.975
40,0,1.0,0.9333333333333333
40,1,1.0,0.9916666666666667
40,2,1.0,0.9833333333333333
40,3,1.0,0.975
40,4,1.0,0.975
41,0,1.0,0.95
41,1,1.0,0.9916666666666667
41,2,1.0,0.9916666666666667
41,3,1.0,0.9666666666666667
41,4,1.0,0.975
