layer,pos,p2f_train,p2f_test,f2p_train,f2p_test
30,0,1.0,0.6266666666666667,1.0,0.5733333333333334
30,1,1.0,0.8266666666666667,1.0,0.7033333333333334
30,2,1.0,0.8866666666666667,1.0,0.64
30,3,1.0,0.8133333333333334,1.0,0.74
30,4,1.0,0.7,1.0,0.7133333333333334
31,0,1.0,0.5933333333333334,1.0,0.5866666666666667
31,1,1.0,0.7666666666666667,1.0,0.7466666666666667
31,2,1.0,0.86,1.0,0.6933333333333334
31,3,1.0,0.8,1.0,0.6433333333333333
31,4,1.0,0.7066666666666667,1.0,0.55
32,0,1.0,0.6266666666666667,1.0,0.62
32,1,1.0,0.7333333333333333,1.0,0.7366666666666667
32,2,1.0,0.8966666666666666,1.0,0.7233333333333334
32,3,1.0,0.84,1.0,0.6866666666666666
32,4,1.0,0.6833333333333333,1.0,0.66
33,0,1.0,0.6666666666666666,1.0,0.57
33,1,1.0,0.8033333333333333,1.0,0.74
33,2,1.0,0.8366666666666667,1.0,0.65
33,3,1.0,0.8333333333333334,1.0,0.81
33,4,1.0,0.7433333333333333,1.0,0.8466666666666667
34,0,1.0,0.6,1.0,0.6033333333333334
34,1,1.0,0.87,1.0,0.7766666666666666
34,2,1.0,0.81,1.0,0.6733333333333333
34,3,1.0,0.8033333333333333,1.0,0.7933333333333333
34,4,1.0,0.6966666666666667,1.0,0.5133333333333333
35,0,1.0,0.6466666666666666,1.0,0.56
35,1,1.0,0.72,1.0,0.68
35,2,1.0,0.77,1.0,0.7366666666666667
35,3,1.0,0.83,1.0,0.7166666666666667
35,4,1.0,0.73,1.0,0.5433333333333333
36,0,1.0,0.6866666666666666,1.0,0.62
36,1,1.0,0.8066666666666666,1.0,0.78
36,2,1.0,0.7566666666666667,1.0,0.6633333333333333
36,3,1.0,0.8266666666666667,1.0,0.73
36,4,1.0,0.71,1.0,0.6466666666666666
37,0,1.0,0.64,1.0,0.6233333333333333
37,1,1.0,0.81,1.0,0.67
37,2,1.0,0.88,1.0,0.7066666666666667
37,3,1.0,0.8266666666666667,1.0,0.77
37,4,1.0,0.6966666666666667,1.0,0.5866666666666667
38,0,1.0,0.7433333333333333,1.0,0.6333333333333333
38,1,1.0,0.59,1.0,0.7433333333333333
38,2,1.0,0.64,1.0,0.6866666666666666
38,3,1.0,0.82,1.0,0.6666666666666666
38,4,1.0,0.7233333333333334,1.0,0.56
39,0,1.0,0.6933333333333334,1.0,0.6433333333333333
39,1,1.0,0.8633333333333333,1.0,0.73
39,2,1.0,0.81,1.0,0.6633333333333333
39,3,1.0,0.82,1.0,0.6533333333333333
39,4,1.0,0.6666666666666666,1.0,0.5666666666666667
40,0,1.0,0.7433333333333333,1.0,0.6166666666666667
40,1,1.0,0.7566666666666667,1.0,0.69
40,2,1.0,0.8166666666666667,1.0,0.6233333333333333
40,3,1.0,0.7866666666666666,1.0,0.6533333333333333
40,4,1.0,0.65,1.0,0.5666666666666667
41,0,1.0,0.7733333333333333,1.0,0.65
41,1,1.0,0.8733333333333333,1.0,0.7233333333333334
41,2,1.0,0.84,1.0,0.7233333333333334
41,3,1.0,0.8666666666666667,1.0,0.7233333333333334
41,4,1.0,0.6566666666666666,1.0,0.6566666666666666
