layer,pos,split_train,split_test
22,2,1.0,0.9916666666666667
22,3,1.0,0.9833333333333333
22,4,1.0,0.9833333333333333
23,0,1.0,0.9583333333333334
23,1,1.0,0.9833333333333333
23,2,1.0,0.9833333333333333
23,3,1.0,0.9833333333333333
23,4,1.0,0.9833333333333333
24,0,1.0,0.9666666666666667
24,1,1.0,0.975
24,2,1.0,0.95
24,3,1.0,0.9833333333333333
24,4,1.0,0.9833333333333333
25,0,1.0,0.9583333333333334
25,1,1.0,0.9666666666666667
25,2,1.0,0.9666666666666667
25,3,1.0,0.9833333333333333
25,4,1.0,0.9833333333333333
26,0,1.0,0.9333333333333333
26,1,1.0,0.975
26,2,1.0,0.925
26,3,1.0,0.9833333333333333
26,4,1.0,0.9666666666666667
27,0,1.0,0.925
27,1,1.0,0.9916666666666667
27,2,1.0,0.9166666666666666
27,3,1.0,0.9833333333333333
27,4,1.0,0.9833333333333333
28,0,1.0,0.9333333333333333
28,1,1.0,0.9833333333333333
28,2,1.0,0.9333333333333333
28,3,1.0,0.9666666666666667
28,4,1.0,0.95
29,0,1.0,0.9
29,1,1.0,0.975
29,2,1.0,0.9
29,3,1.0,0.9666666666666667
29,4,1.0,0.9666666666666667
30,0,1.0,0.925
30,1,1.0,0.975
30,2,1.0,0.9416666666666667
30,3,1.0,0.9666666666666667
30,4,1.0,0.9666666666666667
31,0,1.0,0.9333333333333333
31,1,1.0,0.9666666666666667
31,2,1.0,0.9166666666666666
31,3,1.0,0.9666666666666667
31,4,1.0,0.9666666666666667
32,0,1.0,0.875
32,1,1.0,0.975
32,2,1.0,0.8833333333333333
32,3,1.0,0.95
32,4,1.0,0.975
33,0,1.0,0.9166666666666666
33,1,1.0,0.975
33,2,1.0,0.9
33,3,1.0,0.9666666666666667
33,4,1.0,0.9666666666666667
34,0,1.0,0.9083333333333333
34,1,1.0,0.9916666666666667
34,2,1.0,0.9166666666666666
34,3,1.0,0.9583333333333334
34,4,1.0,0.975
35,0,1.0,0.9083333333333333
35,1,1.0,0.9916666666666667
35,2,1.0,0.9166666666666666
35,3,1.0,0.9666666666666667
35,4,1.0,0.975
36,0,1.0,0.9
36,1,1.0,0.9833333333333333
36,2,1.0,0.925
36,3,1.0,0.9583333333333334
36,4,1.0,0.975
37,0,1.0,0.9333333333333333
37,1,1.0,0.9916666666666667
37,2,1.0,0.9333333333333333
37,3,1.0,0.975
37,4,1.0,0.9666666666666667
38,0,1.0,0.9166666666666666
38,1,1.0,0.975
38,2,1.0,0.9416666666666667
38,3,1.0,0.9666666666666667
38,4,1.0,0.9666666666666667
39,0,1.0,0.9
39,1,1.0,0.9583333333333334
39,2,1.0,0.925
39,3,1.0,0.975
39,4,1.0,0.975
40,0,1.0,0.9416666666666667
40,1,1.0,0.975
40,2,1.0,0.9416666666666667
40,3,1.0,0.9583333333333334
40,4,1.0,0.975
41,0,1.0,0.9333333333333333
41,1,1.0,0.975
41,2,1.0,0.9166666666666666
41,3,1.0,0.9666666666666667
41,4,1.0,0.95
