layer,pos,p2f_train,p2f_test,f2p_train,f2p_test
23,2,1.0,0.9266666666666666,1.0,0.78
23,3,1.0,0.8666666666666667,1.0,0.7266666666666667
23,4,1.0,0.8866666666666667,1.0,0.7833333333333333
24,0,1.0,0.7133333333333334,1.0,0.6
24,1,1.0,0.8766666666666667,1.0,0.7933333333333333
24,2,1.0,0.86,1.0,0.8166666666666667
24,3,1.0,0.8333333333333334,1.0,0.8066666666666666
24,4,1.0,0.84,1.0,0.8366666666666667
25,0,1.0,0.68,1.0,0.62
25,1,1.0,0.8133333333333334,1.0,0.72
25,2,1.0,0.8033333333333333,1.0,0.6566666666666666
25,3,1.0,0.8666666666666667,1.0,0.68
25,4,1.0,0.89,1.0,0.7933333333333333
26,0,1.0,0.7533333333333333,1.0,0.6366666666666667
26,1,1.0,0.9133333333333333,1.0,0.6633333333333333
26,2,1.0,0.9033333333333333,1.0,0.8233333333333334
26,3,1.0,0.7733333333333333,1.0,0.63
26,4,1.0,0.77,1.0,0.81
27,0,1.0,0.6733333333333333,1.0,0.5833333333333334
27,1,1.0,0.9,1.0,0.81
27,2,1.0,0.92,1.0,0.8
27,3,1.0,0.8133333333333334,1.0,0.6866666666666666
27,4,1.0,0.8466666666666667,1.0,0.73
28,0,1.0,0.6566666666666666,1.0,0.6166666666666667
28,1,1.0,0.7266666666666667,1.0,0.63
28,2,1.0,0.7966666666666666,1.0,0.7366666666666667
28,3,1.0,0.76,1.0,0.7
28,4,1.0,0.61,1.0,0.74
29,0,1.0,0.5866666666666667,1.0,0.51
29,1,1.0,0.7366666666666667,1.0,0.6233333333333333
29,2,1.0,0.8133333333333334,1.0,0.66
29,3,1.0,0.7833333333333333,1.0,0.6666666666666666
29,4,1.0,0.77,1.0,0.7133333333333334
30,0,1.0,0.5833333333333334,1.0,0.5733333333333334
30,1,1.0,0.67,1.0,0.49333333333333335
30,2,1.0,0.7633333333333333,1.0,0.68
30,3,1.0,0.81,1.0,0.62
30,4,1.0,0.75,1.0,0.8
31,0,1.0,0.5866666666666667,1.0,0.5266666666666666
31,1,1.0,0.63,1.0,0.5266666666666666
31,2,1.0,0.8233333333333334,1.0,0.7133333333333334
31,3,1.0,0.85,1.0,0.7266666666666667
31,4,1.0,0.7766666666666666,1.0,0.8066666666666666
32,0,1.0,0.6233333333333333,1.0,0.6033333333333334
32,1,1.0,0.5633333333333334,1.0,0.5533333333333333
32,2,1.0,0.5466666666666666,1.0,0.61
32,3,1.0,0.8366666666666667,1.0,0.5833333333333334
32,4,1.0,0.7633333333333333,1.0,0.8633333333333333
33,0,1.0,0.6766666666666666,1.0,0.6666666666666666
33,1,1.0,0.51,1.0,0.6533333333333333
33,2,1.0,0.6133333333333333,1.0,0.6133333333333333
33,3,1.0,0.82,1.0,0.55
33,4,1.0,0.7166666666666667,1.0,0.63
34,0,1.0,0.64,1.0,0.6133333333333333
34,1,1.0,0.5866666666666667,1.0,0.7366666666666667
34,2,1.0,0.5666666666666667,1.0,0.6933333333333334
34,3,1.0,0.7733333333333333,1.0,0.7066666666666667
34,4,1.0,0.8,1.0,0.5433333333333333
35,0,1.0,0.5766666666666667,1.0,0.5866666666666667
35,1,1.0,0.7066666666666667,1.0,0.5
35,2,1.0,0.63,1.0,0.5833333333333334
35,3,1.0,0.7666666666666667,1.0,0.6933333333333334
35,4,1.0,0.75,1.0,0.9066666666666666
36,0,1.0,0.5766666666666667,1.0,0.6066666666666667
36,1,1.0,0.47333333333333333,1.0,0.57
36,2,1.0,0.5866666666666667,1.0,0.58
36,3,1.0,0.8,1.0,0.7833333333333333
36,4,1.0,0.8,1.0,0.8833333333333333
37,0,1.0,0.6066666666666667,1.0,0.5766666666666667
37,1,1.0,0.83,1.0,0.7066666666666667
37,2,1.0,0.8733333333333333,1.0,0.6133333333333333
37,3,1.0,0.8466666666666667,1.0,0.7866666666666666
37,4,1.0,0.7966666666666666,1.0,0.58
38,0,1.0,0.6633333333333333,1.0,0.59
38,1,1.0,0.75,1.0,0.65
38,2,1.0,0.8966666666666666,1.0,0.74
38,3,1.0,0.7666666666666667,1.0,0.87
38,4,1.0,0.8333333333333334,1.0,0.8433333333333334
39,0,1.0,0.5666666666666667,1.0,0.56
39,1,1.0,0.7366666666666667,1.0,0.69
39,2,1.0,0.6933333333333334,1.0,0.68
39,3,1.0,0.7833333333333333,1.0,0.8633333333333333
39,4,1.0,0.7466666666666667,1.0,0.6433333333333333
40,0,1.0,0.6366666666666667,1.0,0.5566666666666666
40,1,1.0,0.64,1.0,0.6733333333333333
40,2,1.0,0.65,1.0,0.66
40,3,1.0,0.8033333333333333,1.0,0.8233333333333334
40,4,1.0,0.7466666666666667,1.0,0.7666666666666667
41,0,1.0,0.7,1.0,0.5733333333333334
41,1,1.0,0.7766666666666666,1.0,0.6833333333333333
41,2,1.0,0.8866666666666667,1.0,0.7266666666666667
41,3,1.0,0.8333333333333334,1.0,0.6766666666666666
41,4,1.0,0.6933333333333334,1.0,0.5666666666666667
